date,open,high,low,close,volume
2025-06-15 00:00:00,645.8086677048335,645.8086677048335,645.8086677048335,645.8086677048335,465113546.69991523
2025-06-16 00:00:00,648.2042600997396,648.2042600997396,648.2042600997396,648.2042600997396,342983199.2537816
2025-06-17 00:00:00,651.4813571171453,651.4813571171453,651.4813571171453,651.4813571171453,677081516.7980691
2025-06-18 00:00:00,648.799470473488,648.799470473488,648.799470473488,648.799470473488,919084069.2175109
2025-06-19 00:00:00,643.7728727892951,643.7728727892951,643.7728727892951,643.7728727892951,805534251.3963257
2025-06-20 00:00:00,644.3626647131019,644.3626647131019,644.3626647131019,644.3626647131019,530108876.6028053
2025-06-21 00:00:00,641.4660754156638,641.4660754156638,641.4660754156638,641.4660754156638,566416175.4191926
2025-06-22 00:00:00,626.5687672231079,626.5687672231079,626.5687672231079,626.5687672231079,506048055.8076519
2025-06-23 00:00:00,615.9200839908369,615.9200839908369,615.9200839908369,615.9200839908369,1152325722.5588028
2025-06-24 00:00:00,640.2543180324582,640.2543180324582,640.2543180324582,640.2543180324582,1018106255.6202904
2025-06-25 00:00:00,643.4133640920619,643.4133640920619,643.4133640920619,643.4133640920619,541068316.461594
2025-06-26 00:00:00,645.8665732235779,645.8665732235779,645.8665732235779,645.8665732235779,827204901.7289867
2025-06-27 00:00:00,642.4572030728536,642.4572030728536,642.4572030728536,642.4572030728536,624553271.4953628
2025-06-28 00:00:00,645.9995550778237,645.9995550778237,645.9995550778237,645.9995550778237,506712411.6691133
2025-06-29 00:00:00,648.766805209224,648.766805209224,648.766805209224,648.766805209224,346225669.1301844
2025-06-30 00:00:00,655.0764136195659,655.0764136195659,655.0764136195659,655.0764136195659,422629715.33849674
2025-07-01 00:00:00,657.0109566115938,657.0109566115938,657.0109566115938,657.0109566115938,695153815.9147367
2025-07-02 00:00:00,646.1777891600059,646.1777891600059,646.1777891600059,646.1777891600059,581547247.9770566
2025-07-03 00:00:00,660.0254823640146,660.0254823640146,660.0254823640146,660.0254823640146,758146950.3828626
2025-07-04 00:00:00,663.0154690088326,663.0154690088326,663.0154690088326,663.0154690088326,713062571.7212918
2025-07-05 00:00:00,653.1616270479346,653.1616270479346,653.1616270479346,653.1616270479346,635866546.3146216
2025-07-06 00:00:00,655.9253698398683,655.9253698398683,655.9253698398683,655.9253698398683,367646275.07166517
2025-07-07 00:00:00,663.0185149322261,663.0185149322261,663.0185149322261,663.0185149322261,562060051.2427313
2025-07-08 00:00:00,661.2876967099644,661.2876967099644,661.2876967099644,661.2876967099644,646920102.0613401
2025-07-09 00:00:00,660.7042150664093,660.7042150664093,660.7042150664093,660.7042150664093,659569899.7140087
2025-07-10 00:00:00,669.2613994307441,669.2613994307441,669.2613994307441,669.2613994307441,641678068.1682327
2025-07-11 00:00:00,685.1054482111715,685.1054482111715,685.1054482111715,685.1054482111715,1137433259.720816
2025-07-12 00:00:00,689.8418420972016,689.8418420972016,689.8418420972016,689.8418420972016,1909585413.5492668
2025-07-13 00:00:00,685.4703165458919,685.4703165458919,685.4703165458919,685.4703165458919,1045215775.1037439
2025-07-14 00:00:00,692.0429275667424,692.0429275667424,692.0429275667424,692.0429275667424,827022284.8266991
2025-07-14 16:47:29,693.7352868210794,693.7352868210794,693.7352868210794,693.7352868210794,1814607785.0727534
