date,open,high,low,close,volume
2025-06-16 00:00:00,0.19936698841648307,0.20381428453759162,0.19519903739944208,0.19871366960866077,861029.3203238744
2025-06-17 00:00:00,0.19871366960866077,0.20456733344733408,0.19543513157951706,0.2008090079942781,724272.1888123127
2025-06-18 00:00:00,0.2008090079942781,0.19841150762618007,0.1908472931039945,0.1948119336930221,1621555.1805269523
2025-06-19 00:00:00,0.1948119336930221,0.19205049694612358,0.18634466730186414,0.18950444225060942,1881675.8510311542
2025-06-20 00:00:00,0.18950444225060942,0.19038759173794353,0.18444727504968136,0.1873035519647718,1139299.223581178
2025-06-21 00:00:00,0.1873035519647718,0.18567648660388378,0.18015212977123382,0.18261179686375043,1500440.0226566372
2025-06-22 00:00:00,0.18261179686375043,0.1755631116819584,0.16921091501001617,0.1724677882197888,1539967.464340099
2025-06-23 00:00:00,0.1724677882197888,0.1763509441924958,0.1697057381465691,0.1727018622573457,1950960.585354991
2025-06-24 00:00:00,0.1727018622573457,0.1858476948578734,0.17932311243492519,0.18167915849940844,1819532.1250089563
2025-06-25 00:00:00,0.18167915849940844,0.18822714217511283,0.18108759393189092,0.18368023830357363,1433283.116108064
2025-06-26 00:00:00,0.18368023830357363,0.1819821567352061,0.17235326195760808,0.1776397559996133,1763695.7636122832
2025-06-27 00:00:00,0.1776397559996133,0.17572439507324503,0.17113919137658512,0.17304763172431786,1408222.0997528075
2025-06-28 00:00:00,0.17304763172431786,0.1787300201624348,0.17150999154532018,0.1744907889295297,1443878.853583634
2025-06-29 00:00:00,0.1744907889295297,0.18159515294993217,0.173672009021436,0.17839519420654948,928519.0700706857
2025-06-30 00:00:00,0.17839519420654948,0.18905630128731446,0.18277416102372246,0.18515017229188155,1032003.035071285
2025-07-01 00:00:00,0.18515017229188155,0.19320156865238197,0.18483637856371796,0.1887268960639356,1786338.382028291
2025-07-02 00:00:00,0.1887268960639356,0.17945868838690765,0.1748323049043205,0.17662847224026576,1800133.3501936838
2025-07-03 00:00:00,0.17662847224026576,0.1924108232260883,0.18578392426087775,0.18816070304122376,1614823.3953097526
2025-07-04 00:00:00,0.18816070304122376,0.18949188272130937,0.1816665912305323,0.18707568224657872,1324490.0217732852
2025-07-05 00:00:00,0.18707568224657872,0.1828699730427497,0.17686919783784272,0.17964086298432932,612431.3791010899
2025-07-06 00:00:00,0.17964086298432932,0.18621135171833156,0.1772239415383001,0.18263229206484546,495819.2166700455
2025-07-07 00:00:00,0.18263229206484546,0.18932340648111573,0.18032065842822764,0.18387848978701427,508555.14155810606
2025-07-08 00:00:00,0.18387848978701427,0.1883023269537104,0.1800567322850042,0.18492084733613556,589826.5433340715
2025-07-09 00:00:00,0.18492084733613556,0.19510986999585486,0.18846449822636127,0.19307863586004106,4455548.769530515
2025-07-10 00:00:00,0.19307863586004106,0.2136945888872697,0.20392218939199888,0.20784511117511303,3194011.241087014
2025-07-11 00:00:00,0.20784511117511303,0.22265234940167586,0.2142531859471445,0.2199275620242729,2925044.910963357
2025-07-12 00:00:00,0.2199275620242729,0.23236212169724507,0.2231510697540894,0.22859898124771844,3466053.0387779754
2025-07-13 00:00:00,0.22859898124771844,0.22993605196610611,0.2192094286679481,0.225920238619547,2003658.5762740194
2025-07-14 00:00:00,0.225920238619547,0.23589393872569242,0.22544223888972997,0.23234799588852892,1564535.5204672515
2025-07-14 16:01:22,0.23234799588852892,0.23556133146622518,0.22603882313497667,0.23171929518991582,3235967.9639043817
