date,close,open,high,low,volume
2025-06-12 10:06:37.900254,2500.0,2500.0,2500.0,2500.0,1791015593817.295
2025-06-13 10:06:37.900254,2493.086784941441,2500.0,2493.086784941441,2493.086784941441,20837778775686.523
2025-06-14 10:06:37.900254,2697.7341106829,2493.086784941441,2697.7341106829,2697.7341106829,3225191141900.5825
2025-06-15 10:06:37.900254,0.1,2697.7341106829,0.1,0.1,1135165565610.8152
2025-06-16 10:06:37.900254,2.599431693250554,0.1,2.599431693250554,2.599431693250554,7441216578842.548
2025-06-17 10:06:37.900254,67.50548111270655,2.599431693250554,67.50548111270655,67.50548111270655,964298670742.7783
2025-06-18 10:06:37.900254,1711.704719545594,67.50548111270655,1711.704719545594,1711.704719545594,4028334588373.4478
2025-06-19 10:06:37.900254,15231.264671995521,1711.704719545594,15231.264671995521,15231.264671995521,460620547709.8531
2025-06-20 10:06:37.900254,0.1,15231.264671995521,0.1,0.1,866150492315.0208
2025-06-21 10:06:37.900254,2.6009851200871723,0.1,2.6009851200871723,2.6009851200871723,3980274066697.6597
2025-06-22 10:06:37.900254,67.53385503584953,2.6009851200871723,67.53385503584953,67.53385503584953,6841151203178.776
2025-06-23 10:06:37.900254,1709.6429646587862,67.53385503584953,1709.6429646587862,1709.6429646587862,3880087570999.4116
2025-06-24 10:06:37.900254,15230.19979696152,1709.6429646587862,15230.19979696152,15230.19979696152,2912002997361.1304
2025-06-25 10:06:37.900254,0.1,15230.19979696152,0.1,0.1,2419076235547.3335
2025-06-26 10:06:37.900254,2.5964501643349744,0.1,2.5964501643349744,2.5964501643349744,745252234331.6019
2025-06-27 10:06:37.900254,67.41108970719657,2.5964501643349744,67.41108970719657,67.41108970719657,1591449495982.8076
2025-06-28 10:06:37.900254,1705.880261241772,67.41108970719657,1705.880261241772,1705.880261241772,2062359407981.0588
2025-06-29 10:06:37.900254,15263.333501779553,1705.880261241772,15263.333501779553,15263.333501779553,9408482427310.096
2025-06-30 10:06:37.900254,0.1,15263.333501779553,0.1,0.1,4609446255145.931
2025-07-01 10:06:37.900254,2.59707539259733,0.1,2.59707539259733,2.59707539259733,560710408104.6488
2025-07-02 10:06:37.900254,67.53264020862137,2.59707539259733,67.53264020862137,67.53264020862137,4520277616015.61
2025-07-03 10:06:37.900254,1709.9371250953172,67.53264020862137,1709.9371250953172,1709.9371250953172,2224221933426.562
2025-07-04 10:06:37.900254,15221.824914369601,1709.9371250953172,15221.824914369601,15221.824914369601,1661245200131.4749
2025-07-05 10:06:37.900254,0.1,15221.824914369601,0.1,0.1,6026495900958.897
2025-07-06 10:06:37.900254,2.59881123455095,0.1,2.59881123455095,2.59881123455095,9165889811086.844
2025-07-07 10:06:37.900254,67.50731923744249,2.59881123455095,67.50731923744249,67.50731923744249,8295967564567.506
2025-07-08 10:06:37.900254,1708.0639088498192,67.50731923744249,1708.0639088498192,1708.0639088498192,1412373918496.5935
2025-07-09 10:06:37.900254,15247.672787457319,1708.0639088498192,15247.672787457319,15247.672787457319,2399540033276.057
2025-07-10 10:06:37.900254,0.1,15247.672787457319,0.1,0.1,4552847554847.659
2025-07-11 10:06:37.900254,2.599316612500414,0.1,2.599316612500414,2.599316612500414,8671437417573.128
