date,open,high,low,close,volume
2025-06-13 00:00:00,161.01986639557893,157.00337369703487,148.7801596472559,152.6604566097001,3971540185.958896
2025-06-14 00:00:00,152.6604566097001,150.27152993767822,145.29300419409148,148.53042859104298,6899166919.424324
2025-06-15 00:00:00,148.53042859104298,148.5360089933647,142.81122980578772,144.75154594223267,2347896839.3558106
2025-06-16 00:00:00,144.75154594223267,154.43100166790418,150.31343387525638,152.684889859998,3899774764.538459
2025-06-17 00:00:00,152.684889859998,154.11395392962856,148.94154241968852,151.43554856186984,5091508004.197791
2025-06-18 00:00:00,151.43554856186984,152.42961935568385,144.8012285779809,147.99188434299543,5049196750.599356
2025-06-19 00:00:00,147.99188434299543,148.59465580484866,144.1544425077464,146.27697674399295,4140075680.6693616
2025-06-20 00:00:00,146.27697674399295,148.8216901393989,144.17617071272198,147.09924520457085,3317445622.022612
2025-06-21 00:00:00,147.09924520457085,141.5711738002319,136.68849829603482,140.04009054961782,4927733598.47951
2025-06-22 00:00:00,140.04009054961782,135.62837628331414,131.97414065170773,133.71000196412658,3965117683.287045
2025-06-23 00:00:00,133.71000196412658,134.91069211867858,129.7984607042212,131.8134744866569,6034851129.188091
2025-06-24 00:00:00,131.8134744866569,147.21473691421525,141.58038339723717,144.7815680115998,6803245546.166264
2025-06-25 00:00:00,144.7815680115998,147.4098572243884,143.65384046672577,145.8019507474219,4365577695.258674
2025-06-26 00:00:00,145.8019507474219,145.4721964270186,139.6605177905628,143.37011953879949,3632253966.777613
2025-06-27 00:00:00,143.37011953879949,142.89881677101755,136.3996957398544,138.97799072607012,4094443190.4828176
2025-06-28 00:00:00,138.97799072607012,145.82753082003165,139.39841730667425,142.12675809713753,3884472749.8418827
2025-06-29 00:00:00,142.12675809713753,153.7805169215211,146.52643282198716,150.7812372563586,3480663753.86231
2025-06-30 00:00:00,150.7812372563586,156.3802690978707,151.29059618610282,153.31879559308874,3034669713.0257177
2025-07-01 00:00:00,153.31879559308874,156.58117526072652,152.3674863487348,154.9374500694811,5839631136.997528
2025-07-02 00:00:00,154.9374500694811,149.57100347821194,143.62101106294335,146.84115991278014,4180937195.699031
2025-07-03 00:00:00,146.84115991278014,156.15363707354976,150.38544781262536,152.1680329188485,4586707670.749116
2025-07-04 00:00:00,152.1680329188485,155.81489752863155,150.2360628808182,152.28063806980848,4481298325.462197
2025-07-05 00:00:00,152.28063806980848,150.18963329552102,143.87020688671015,147.76302956048175,4122205670.4260592
2025-07-06 00:00:00,147.76302956048175,149.94739246541866,144.5201312628833,147.60067170952217,1854457228.577465
2025-07-07 00:00:00,147.60067170952217,153.58623384368863,148.8475571712968,151.92103968743746,3555730137.1277676
2025-07-08 00:00:00,151.92103968743746,152.25464922861957,146.184431141455,148.79005045485957,4159999387.584406
2025-07-09 00:00:00,148.79005045485957,156.15946668814829,149.76550171692804,151.83083400485827,4528768718.257452
2025-07-10 00:00:00,151.83083400485827,160.65531371202172,154.75343960337855,157.20772193763892,5340601044.883773
2025-07-11 00:00:00,157.20772193763892,166.4093605735623,160.63444845069608,163.85821380442644,10873010259.89518
2025-07-11 15:01:00,163.85821380442644,169.46331651789382,164.64976789461073,167.19995664478387,15682674427.822386
